game_id,event_idx,period,period_time,eventType,x,y,empty_net,raw_shot_type,game_seconds,last_eventType,last_x,last_y,last_game_seconds,time_since_last_event,dist_from_last_event,shot_distance,shot_angle,shotType,is_goal,isRebound,angle_change_on_rebound,play_speed
2018020614,639,3,19:27,goal,8.0,-12.0,0,wrist,3567,missed-shot,47.0,30.0,3553.0,14.0,57.3149195236284,81.88406438373708,8.426969021480673,wrist,1,1,27.11070877049371,4.093922823116314
2018020616,630,3,19:42,goal,4.0,-2.0,0,wrist,3582,faceoff,69.0,22.0,3566.0,16.0,69.28924880528002,85.0235261559999,1.3478872801985986,wrist,1,0,0.0,4.3305780503300015
2018020661,626,3,19:57,goal,2.0,15.0,0,wrist,3597,faceoff,0.0,0.0,3593.0,4.0,15.132745950421556,88.28363381737297,9.782407031807288,wrist,1,0,0.0,3.783186487605389
2018020727,578,3,17:51,goal,0.0,-1.0,0,wrist,3471,shot-on-goal,75.0,-31.0,3438.0,33.0,80.77747210701756,89.00561780022652,0.6437457141753808,wrist,1,1,65.0517050198879,2.4478021850611382
2018020728,627,3,19:42,goal,1.0,30.0,0,wrist,3582,takeaway,69.0,-2.0,3578.0,4.0,75.15317691222374,92.97311439335569,18.82471001824007,wrist,1,0,0.0,18.788294228055936
2018020750,676,3,19:39,goal,19.0,-39.0,0,wrist,3579,shot-on-goal,58.0,27.0,3567.0,12.0,76.66159403508382,80.1311425102625,29.124053494777428,wrist,1,1,11.930760276185012,6.388466169590319
2018020782,639,3,18:04,goal,6.0,-32.0,0,wrist,3484,blocked-shot,73.0,11.0,3481.0,3.0,79.61155694998057,88.95504482602435,21.08375458238065,wrist,1,1,13.424768405287754,26.53718564999352
2018020794,609,3,18:29,goal,4.0,37.0,0,wrist,3509,faceoff,0.0,0.0,3457.0,52.0,37.21558813185679,92.70382947861432,23.523209020459618,wrist,1,0,0.0,0.7156843871510922
2018020813,646,3,18:29,goal,2.0,-36.0,0,wrist,3509,missed-shot,7.0,36.0,3495.0,14.0,72.17340230306452,94.15412895885127,22.479434397103116,wrist,1,1,1.2232115538631303,5.155243021647466
2018020950,661,3,17:29,goal,2.0,31.0,0,snap,3449,faceoff,69.0,22.0,3441.0,8.0,67.60177512462228,92.35799911215054,19.612093708904077,snap,1,0,0.0,8.450221890577785
2018020970,578,3,17:05,goal,0.0,23.0,0,wrist,3425,faceoff,69.0,-22.0,3397.0,28.0,82.37718130647589,91.92388155425118,14.489762593884448,wrist,1,0,0.0,2.942042189516996
2018021023,584,3,15:03,goal,6.0,4.0,0,wrist,3303,takeaway,76.0,-1.0,3293.0,10.0,70.178344238091,83.09632964216891,2.7591076586202736,wrist,1,0,0.0,7.0178344238091
2018021062,683,3,19:39,goal,2.0,-38.0,0,backhand,3579,shot-on-goal,33.0,10.0,3573.0,6.0,57.14017850864661,94.93682109698008,23.594820569881477,backhand,1,1,13.470148914483657,9.523363084774436
2018021063,669,3,17:28,goal,15.0,36.0,0,wrist,3448,giveaway,56.0,35.0,3444.0,4.0,41.01219330881976,82.29216244576394,25.942295489871672,wrist,1,0,0.0,10.253048327204938
2018021086,616,3,19:03,goal,15.0,35.0,0,wrist,3543,giveaway,64.0,28.0,3527.0,16.0,49.49747468305833,81.85963596303125,25.312883801874136,wrist,1,0,0.0,3.093592167691145
2018021137,542,3,18:42,goal,0.0,14.0,0,snap,3522,blocked-shot,49.0,7.0,3522.0,0.0,49.49747468305833,90.09439494219384,8.939565003151525,snap,1,1,0.98668050350018,0.0
2018021155,631,3,17:47,goal,4.0,35.0,0,wrist,3467,faceoff,20.0,-22.0,3443.0,24.0,59.20304046246274,91.92388155425118,22.380135051959574,wrist,1,0,0.0,2.4667933526026142
2018021176,614,3,15:57,goal,11.0,26.0,0,wrist,3357,giveaway,41.0,26.0,3356.0,1.0,30.0,82.21921916437786,18.43494882292201,wrist,1,0,0.0,30.0
2018021178,602,3,17:33,goal,4.0,-4.0,0,slap,3453,hit,97.0,1.0,3448.0,5.0,93.1343116150004,85.09406559801923,2.6942842898561006,slap,1,0,0.0,18.626862323000083
2018021179,636,3,19:33,goal,2.0,-23.0,0,wrist,3573,blocked-shot,47.0,10.0,3557.0,16.0,55.80322571321482,89.98888820293314,14.808377039042396,wrist,1,1,1.4158792852912985,3.4877016070759264
2018021221,643,3,19:33,goal,5.0,34.0,0,slap,3573,shot-on-goal,48.0,15.0,3569.0,4.0,47.01063709417264,90.62008607367352,22.03622694014545,slap,1,1,1.9409957482406348,11.75265927354316
2018021238,718,3,19:15,goal,17.0,37.0,0,wrist,3555,takeaway,9.0,32.0,3554.0,1.0,9.433981132056603,80.95060222135473,27.19812794850912,wrist,1,0,0.0,9.433981132056603
2018021243,669,3,19:05,goal,10.0,27.0,0,wrist,3545,hit,93.0,30.0,3522.0,23.0,83.05419917138447,83.48652585896721,18.86899945506142,wrist,1,0,0.0,3.6110521378862814
2018021265,550,3,17:27,goal,6.0,-4.0,0,wrist,3447,faceoff,69.0,-22.0,3437.0,10.0,65.52098900352466,83.09632964216891,2.7591076586202736,wrist,1,0,0.0,6.552098900352466
2018021266,564,3,17:51,goal,14.0,-33.0,0,wrist,3471,blocked-shot,79.0,-8.0,3466.0,5.0,69.6419413859206,81.93900170248598,23.74949449286676,wrist,1,1,14.910313761223328,13.92838827718412
2019020006,736,3,19:43,goal,3.0,-3.0,0,wrist,3583,shot-on-goal,85.0,-9.0,3566.0,17.0,82.21921916437786,86.05230967266364,1.9978798564766749,wrist,1,1,64.03963116894515,4.836424656728109
2019020063,623,3,19:24,goal,7.0,25.0,0,snap,3564,faceoff,0.0,0.0,3541.0,23.0,25.96150997149434,85.72630868059116,16.955313052025204,snap,1,0,0.0,1.1287613031084496
2019020070,635,3,19:03,goal,4.0,34.0,0,backhand,3543,hit,67.0,35.0,3523.0,20.0,63.00793600809346,91.54780172128658,21.80140948635181,backhand,1,0,0.0,3.150396800404673
2019020104,598,3,17:10,goal,3.0,36.0,0,wrist,3430,blocked-shot,57.0,23.0,3427.0,3.0,55.54277630799526,93.23089616645332,22.71441235316724,wrist,1,1,12.992279047435648,18.514258769331757
2019020108,643,3,19:38,goal,6.0,-37.0,0,wrist,3578,faceoff,20.0,22.0,3564.0,14.0,60.63827174318213,90.87353850269064,24.0265065786792,wrist,1,0,0.0,4.331305124513009
2019020118,637,3,19:08,goal,10.0,-27.0,0,wrist,3548,takeaway,15.0,-1.0,3546.0,2.0,26.476404589747453,83.48652585896721,18.86899945506142,wrist,1,0,0.0,13.238202294873728
2019020135,557,3,18:57,goal,8.0,-29.0,0,slap,3537,blocked-shot,62.0,-7.0,3485.0,52.0,58.30951894845301,86.03487664894976,19.69862137458028,slap,1,1,5.164166294040159,1.1213369028548654
2019020142,616,3,18:15,goal,0.0,-39.0,0,wrist,3495,faceoff,69.0,-22.0,3478.0,17.0,71.06335201775947,97.16995420396162,23.663140708194348,wrist,1,0,0.0,4.180197177515263
2019020166,646,3,18:46,goal,5.0,-37.0,0,wrist,3526,blocked-shot,65.0,-1.0,3522.0,4.0,69.9714227381436,91.7877987534291,23.772348811364708,wrist,1,1,21.38640478097589,17.4928556845359
2019020181,769,3,19:14,goal,9.0,35.0,0,wrist,3554,giveaway,64.0,32.0,3551.0,3.0,55.08175741568164,87.32124598286491,23.629377730656817,wrist,1,0,0.0,18.360585805227213
2019020186,615,3,19:30,goal,15.0,-39.0,0,wrist,3570,blocked-shot,51.0,-18.0,3566.0,4.0,41.67733196834941,83.64807230295268,27.7904424794521,wrist,1,1,2.44426653750541,10.419332992087352
2019020243,673,3,19:54,goal,9.0,-1.0,0,wrist,3594,faceoff,69.0,22.0,3587.0,7.0,64.25729530566937,80.00624975587844,0.7161599454704085,wrist,1,0,0.0,9.179613615095624
2019020279,594,3,19:13,goal,4.0,26.0,0,wrist,3553,blocked-shot,77.0,0.0,3545.0,8.0,77.4919350642375,88.88756943465155,17.007946955407327,wrist,1,1,17.007946955407327,9.686491883029689
2019020284,641,3,18:27,goal,8.0,12.0,0,wrist,3507,giveaway,12.0,22.0,3507.0,0.0,10.770329614269007,81.88406438373708,8.426969021480673,wrist,1,0,0.0,0.0
2019020304,652,3,19:46,goal,0.0,37.0,0,wrist,3586,takeaway,4.0,38.0,3584.0,2.0,4.123105625617661,96.38464608017192,22.574138078648208,wrist,1,0,0.0,2.0615528128088303
2019020319,572,3,17:28,goal,7.0,-35.0,0,snap,3448,takeaway,7.0,-22.0,3446.0,2.0,13.0,89.15716460273958,23.114207983326832,snap,1,0,0.0,6.5
2019020355,620,3,18:58,goal,5.0,-37.0,0,wrist,3538,missed-shot,83.0,-7.0,3529.0,9.0,83.57032966310472,91.7877987534291,23.772348811364708,wrist,1,1,25.626356543630827,9.285592184789412
2019020358,651,3,19:29,goal,9.0,35.0,0,wrist,3569,blocked-shot,68.0,13.0,3549.0,20.0,62.96824596572466,87.32124598286491,23.629377730656817,wrist,1,1,8.130102354155976,3.148412298286233
2019020388,601,3,17:53,goal,11.0,-32.0,0,wrist,3473,blocked-shot,48.0,-8.0,3463.0,10.0,44.10215414239989,84.30895563343196,22.306205054907643,wrist,1,1,11.265264874583911,4.410215414239989
2019020389,601,3,14:47,goal,8.0,-1.0,0,wrist,3287,shot-on-goal,39.0,32.0,3282.0,5.0,45.27692569068709,81.00617260431454,0.7073193685442566,wrist,1,1,31.91192370264857,9.055385138137416
2019020412,600,3,19:31,goal,2.0,35.0,0,wrist,3571,faceoff,69.0,-22.0,3552.0,19.0,87.96590248499699,93.77632963600144,21.914866327191724,wrist,1,0,0.0,4.629784341315631
2019020423,564,3,19:22,goal,7.0,-17.0,0,wrist,3562,giveaway,41.0,-11.0,3552.0,10.0,34.52535300326414,83.74365647617735,11.712472311087508,wrist,1,0,0.0,3.4525353003264136
2019020454,627,3,19:57,goal,2.0,4.0,0,wrist,3597,giveaway,14.0,-4.0,3593.0,4.0,14.422205101855956,87.09190547921202,2.632434868986484,wrist,1,0,0.0,3.605551275463989
2019020457,585,3,17:37,goal,14.0,42.0,0,backhand,3457,blocked-shot,54.0,3.0,3451.0,6.0,55.86591089385369,85.95929269136641,29.248826336546973,backhand,1,1,24.349733882759207,9.310985148975616
2019020472,564,3,19:58,goal,5.0,-23.0,0,wrist,3598,faceoff,69.0,-22.0,3590.0,8.0,64.00781202322104,87.09190547921202,15.312818360806302,wrist,1,0,0.0,8.00097650290263
2019020479,607,3,15:19,goal,1.0,38.0,0,slap,3319,faceoff,20.0,22.0,3315.0,4.0,24.839484696748443,95.85405573057407,23.355564859286005,slap,1,0,0.0,6.209871174187111
2019020508,682,3,17:50,goal,7.0,-25.0,0,snap,3470,faceoff,69.0,-22.0,3464.0,6.0,62.07253821135398,85.72630868059116,16.955313052025204,snap,1,0,0.0,10.345423035225664
2019020517,605,3,18:57,goal,3.0,38.0,0,wrist,3537,takeaway,32.0,30.0,3535.0,2.0,30.083217912982647,94.02127418834527,23.838740183171723,wrist,1,0,0.0,15.041608956491324
2019020528,668,3,19:52,goal,14.0,-36.0,0,snap,3592,faceoff,69.0,22.0,3583.0,9.0,79.93122043357026,83.19254774317228,25.641005824305285,snap,1,0,0.0,8.88124671484114
2019020529,583,3,19:53,goal,3.0,7.0,0,wrist,3593,giveaway,68.0,5.0,3584.0,9.0,65.03076195155643,86.28441342444185,4.653351587268386,wrist,1,0,0.0,7.2256402168396034
2019020536,612,3,17:04,goal,4.0,24.0,0,wrist,3424,shot-on-goal,65.0,-3.0,3419.0,5.0,66.70832032063167,88.32326986700618,15.76718254247568,wrist,1,1,8.642166193573882,13.341664064126334
2019020570,598,3,17:17,goal,6.0,-38.0,0,wrist,3437,hit,96.0,-19.0,3421.0,16.0,91.98369420718,91.28526715741155,24.599790605157462,wrist,1,0,0.0,5.748980887948751
2019020648,680,3,19:53,goal,6.0,-34.0,0,wrist,3593,missed-shot,28.0,-19.0,3586.0,7.0,26.627053911388696,89.69392398596462,22.27589784825897,wrist,1,1,4.97537065631397,3.8038648444841
2019020696,551,3,15:04,goal,18.0,38.0,0,wrist,3304,giveaway,29.0,40.0,3302.0,2.0,11.180339887498947,80.52949770115296,28.156191448272576,wrist,1,0,0.0,5.5901699437494745
2019020724,613,3,18:20,goal,1.0,34.0,0,wrist,3500,missed-shot,41.0,-1.0,3494.0,6.0,53.150729063673246,94.33981132056604,21.124719146072483,wrist,1,1,19.93122972209045,8.858454843945541
2019020759,670,3,19:00,goal,9.0,33.0,0,wrist,3540,shot-on-goal,57.0,2.0,3526.0,14.0,57.14017850864661,86.53900854527974,22.416147479343643,wrist,1,1,18.83981310434629,4.081441322046187
2019020768,678,3,19:37,goal,10.0,-16.0,0,backhand,3577,giveaway,69.0,42.0,3569.0,8.0,82.73451516749222,80.60397012554654,11.449337988500032,backhand,1,0,0.0,10.341814395936527
2019020781,611,3,18:50,goal,3.0,-35.0,0,wrist,3530,faceoff,69.0,-22.0,3469.0,61.0,67.26812023536856,92.84934033152848,22.145180038223284,wrist,1,0,0.0,1.1027560694322711
2019020858,657,3,18:37,goal,4.0,34.0,0,wrist,3517,missed-shot,82.0,15.0,3513.0,4.0,80.2807573457052,91.54780172128658,21.80140948635181,wrist,1,1,43.18169703554817,20.0701893364263
2019020903,661,3,16:48,goal,8.0,-24.0,0,wrist,3408,takeaway,55.0,-41.0,3407.0,1.0,49.9799959983992,84.48076704197234,16.504361381755018,wrist,1,0,0.0,49.9799959983992
2019020997,620,3,18:11,goal,2.0,27.0,0,wrist,3491,shot-on-goal,76.0,1.0,3480.0,11.0,78.43468620451031,91.09335870413386,17.241459398939973,wrist,1,1,12.842754043944442,7.130426018591847
2019021028,607,3,19:03,goal,10.0,21.0,0,wrist,3543,giveaway,7.0,19.0,3540.0,3.0,3.605551275463989,81.74350127074322,14.886266849017565,wrist,1,0,0.0,1.2018504251546631
2019021062,619,3,19:42,goal,4.0,-40.0,0,wrist,3582,giveaway,86.0,32.0,3571.0,11.0,109.12378292562992,93.94147114027967,25.20112364547507,wrist,1,0,0.0,9.920343902329993
2019021080,576,3,19:20,goal,13.0,-33.0,0,wrist,3560,hit,86.0,33.0,3555.0,5.0,98.41239759298622,82.85529554590944,23.47099311816088,wrist,1,0,0.0,19.682479518597244
